camp,site,taxon,count
CA,CA4_SS4,Dichotomius annae,0
CA,CA4_SS4,Dichotomius satanas,0
CA,CA4_SS4,Eurysternus foedus,0
CA,CA4_SS4,Eurysternus magnus,0
CA,CA4_SS4,Eurysternus mexicanus,0
CA,CA4_SS4,Eurysternus obliteratus,0
CA,CA4_SS4,Onthophagus aff. anthracinus,0
CA,CA4_SS4,Onthophagus aff. belhorinus,0
CA,CA4_SS4,Onthophagus breviconus,0
CA,CA4_SS4,Onthophagus cyanellus,0
CA,CA4_SS4,Onthophagus longimanus,0
CA,CA4_SS4,Onthophagus petenensis,0
CA,CA4_SS4,Onthophagus rhinolophus,0
CA,CA4_SS4,Onthophagus sp.nov. aff. subcancer,3
CA,CA4_SS4,Phanaeus endymion,0
CA,CA5_SS1,Copris laeviceps,0
CA,CA5_SS1,Copris lugubris,0
CA,CA5_SS1,Copris nubilosus,3
CA,CA5_SS1,Copris sp.nov.,0
CA,CA5_SS1,Dichotomius annae,0
CA,CA5_SS1,Dichotomius satanas,0
CA,CA5_SS1,Eurysternus foedus,0
CA,CA5_SS1,Eurysternus magnus,0
CA,CA5_SS1,Eurysternus mexicanus,0
CA,CA5_SS1,Eurysternus obliteratus,0
CA,CA5_SS1,Onthophagus aff. anthracinus,0
CA,CA5_SS1,Onthophagus aff. belhorinus,0
CA,CA5_SS1,Onthophagus breviconus,0
CA,CA5_SS1,Onthophagus cyanellus,0
CA,CA5_SS1,Onthophagus longimanus,0
CA,CA5_SS1,Onthophagus petenensis,0
CA,CA5_SS1,Onthophagus rhinolophus,0
CA,CA5_SS1,Onthophagus sp.nov. aff. subcancer,1
CA,CA5_SS1,Phanaeus endymion,0
CA,CA5_SS2,Copris laeviceps,0
CA,CA5_SS2,Copris lugubris,0
CA,CA5_SS2,Copris nubilosus,3
CA,CA5_SS2,Copris sp.nov.,0
CA,CA5_SS2,Dichotomius annae,0
CA,CA5_SS2,Dichotomius satanas,0
CA,CA5_SS2,Eurysternus foedus,0
CA,CA5_SS2,Eurysternus magnus,0
CA,CA5_SS2,Eurysternus mexicanus,0
CA,CA5_SS2,Eurysternus obliteratus,0
CA,CA5_SS2,Onthophagus aff. anthracinus,0
CA,CA5_SS2,Onthophagus aff. belhorinus,0
CA,CA5_SS2,Onthophagus breviconus,0
CA,CA5_SS2,Onthophagus cyanellus,0
CA,CA5_SS2,Onthophagus longimanus,0
CA,CA5_SS2,Onthophagus petenensis,0
CA,CA5_SS2,Onthophagus rhinolophus,0
CA,CA5_SS2,Onthophagus sp.nov. aff. subcancer,0
CA,CA5_SS2,Phanaeus endymion,0
CA,CA5_SS3,Copris laeviceps,0
CA,CA5_SS3,Copris lugubris,0
CA,CA5_SS3,Copris nubilosus,3
CA,CA5_SS3,Copris sp.nov.,0
CA,CA5_SS3,Dichotomius annae,0
CA,CA5_SS3,Dichotomius satanas,0
CA,CA5_SS3,Eurysternus foedus,0
CA,CA5_SS3,Eurysternus magnus,0
CA,CA5_SS3,Eurysternus mexicanus,0
CA,CA5_SS3,Eurysternus obliteratus,0
CA,CA5_SS3,Onthophagus aff. anthracinus,0
CA,CA5_SS3,Onthophagus aff. belhorinus,0
CA,CA5_SS3,Onthophagus breviconus,0
CA,CA5_SS3,Onthophagus cyanellus,0
CA,CA5_SS3,Onthophagus longimanus,0
CA,CA5_SS3,Onthophagus petenensis,0
CA,CA5_SS3,Onthophagus rhinolophus,0
CA,CA5_SS3,Onthophagus sp.nov. aff. subcancer,4
CA,CA5_SS3,Phanaeus endymion,0
CA,CA5_SS4,Copris laeviceps,0
CA,CA5_SS4,Copris lugubris,0
CA,CA5_SS4,Copris nubilosus,1
CA,CA5_SS4,Copris sp.nov.,0
CA,CA5_SS4,Dichotomius annae,0
CA,CA5_SS4,Dichotomius satanas,0
CA,CA5_SS4,Eurysternus foedus,0
CA,CA5_SS4,Eurysternus magnus,0
CA,CA5_SS4,Eurysternus mexicanus,0
CA,CA5_SS4,Eurysternus obliteratus,0
CA,CA5_SS4,Onthophagus aff. anthracinus,0
CA,CA5_SS4,Onthophagus aff. belhorinus,0
CA,CA5_SS4,Onthophagus breviconus,0
CA,CA5_SS4,Onthophagus cyanellus,0
CA,CA5_SS4,Onthophagus longimanus,0
CA,CA5_SS4,Onthophagus petenensis,0
CA,CA5_SS4,Onthophagus rhinolophus,0
CA,CA5_SS4,Onthophagus sp.nov. aff. subcancer,0
CA,CA5_SS4,Phanaeus endymion,0
CA,CA5_SS5,Copris laeviceps,0
CA,CA5_SS5,Copris lugubris,0
CA,CA5_SS5,Copris nubilosus,4
CA,CA5_SS5,Copris sp.nov.,0
CA,CA5_SS5,Dichotomius annae,0
CA,CA5_SS5,Dichotomius satanas,0
CA,CA5_SS5,Eurysternus foedus,0
CA,CA5_SS5,Eurysternus magnus,0
CA,CA5_SS5,Eurysternus mexicanus,0
CA,CA5_SS5,Eurysternus obliteratus,0
CA,CA5_SS5,Onthophagus aff. anthracinus,0
CA,CA5_SS5,Onthophagus aff. belhorinus,0
CA,CA5_SS5,Onthophagus breviconus,0
CA,CA5_SS5,Onthophagus cyanellus,0
CA,CA5_SS5,Onthophagus longimanus,0
CA,CA5_SS5,Onthophagus petenensis,0
CA,CA5_SS5,Onthophagus rhinolophus,0
CA,CA5_SS5,Onthophagus sp.nov. aff. subcancer,1
CA,CA5_SS5,Phanaeus endymion,0
CA,CA5_SS6,Copris laeviceps,0
CA,CA5_SS6,Copris lugubris,0
CA,CA5_SS6,Copris nubilosus,6
CA,CA5_SS6,Copris sp.nov.,0
CA,CA5_SS6,Dichotomius annae,0
CA,CA5_SS6,Dichotomius satanas,0
CA,CA5_SS6,Eurysternus foedus,0
CA,CA5_SS6,Eurysternus magnus,0
CA,CA5_SS6,Eurysternus mexicanus,0
CA,CA5_SS6,Eurysternus obliteratus,0
CA,CA5_SS6,Onthophagus aff. anthracinus,0
CA,CA5_SS6,Onthophagus aff. belhorinus,0
CA,CA5_SS6,Onthophagus breviconus,0
CA,CA5_SS6,Onthophagus cyanellus,0
CA,CA5_SS6,Onthophagus longimanus,0
CA,CA5_SS6,Onthophagus petenensis,0
CA,CA5_SS6,Onthophagus rhinolophus,0
CA,CA5_SS6,Onthophagus sp.nov. aff. subcancer,1
CA,CA5_SS6,Phanaeus endymion,0
CA,CA5_SS7,Copris laeviceps,0
CA,CA5_SS7,Copris lugubris,0
CA,CA5_SS7,Copris nubilosus,6
CA,CA5_SS7,Copris sp.nov.,0
CA,CA5_SS7,Dichotomius annae,0
CA,CA5_SS7,Dichotomius satanas,0
CA,CA5_SS7,Eurysternus foedus,0
CA,CA5_SS7,Eurysternus magnus,0
CA,CA5_SS7,Eurysternus mexicanus,0
CA,CA5_SS7,Eurysternus obliteratus,0
CA,CA5_SS7,Onthophagus aff. anthracinus,0
CA,CA5_SS7,Onthophagus aff. belhorinus,0
CA,CA5_SS7,Onthophagus breviconus,0
CA,CA5_SS7,Onthophagus cyanellus,0
CA,CA5_SS7,Onthophagus longimanus,0
CA,CA5_SS7,Onthophagus petenensis,0
CA,CA5_SS7,Onthophagus rhinolophus,0
CA,CA5_SS7,Onthophagus sp.nov. aff. subcancer,0
CA,CA5_SS7,Phanaeus endymion,0
CA,CA5_SS8,Copris laeviceps,0
CA,CA5_SS8,Copris lugubris,0
CA,CA5_SS8,Copris nubilosus,10
CA,CA5_SS8,Copris sp.nov.,0
CA,CA5_SS8,Dichotomius annae,0
CA,CA5_SS8,Dichotomius satanas,0
CA,CA5_SS8,Eurysternus foedus,0
CA,CA5_SS8,Eurysternus magnus,0
CA,CA5_SS8,Eurysternus mexicanus,0
CA,CA5_SS8,Eurysternus obliteratus,0
CA,CA5_SS8,Onthophagus aff. anthracinus,0
CA,CA5_SS8,Onthophagus aff. belhorinus,0
CA,CA5_SS8,Onthophagus breviconus,0
CA,CA5_SS8,Onthophagus cyanellus,1
CA,CA5_SS8,Onthophagus longimanus,0
CA,CA5_SS8,Onthophagus petenensis,0
CA,CA5_SS8,Onthophagus rhinolophus,0
CA,CA5_SS8,Onthophagus sp.nov. aff. subcancer,0
CA,CA5_SS8,Phanaeus endymion,0
CO,CO1_DS2,Copris laeviceps,0
CO,CO1_DS2,Copris lugubris,0
CO,CO1_DS2,Copris nubilosus,11
CO,CO1_DS2,Copris sp.nov.,0
CO,CO1_DS2,Dichotomius annae,0
CO,CO1_DS2,Dichotomius satanas,8
CO,CO1_DS2,Eurysternus foedus,0
CO,CO1_DS2,Eurysternus magnus,6
CO,CO1_DS2,Eurysternus mexicanus,0
CO,CO1_DS2,Eurysternus obliteratus,0
CO,CO1_DS2,Onthophagus aff. anthracinus,0
CO,CO1_DS2,Onthophagus aff. belhorinus,0
CO,CO1_DS2,Onthophagus breviconus,1
CO,CO1_DS2,Onthophagus cyanellus,0
CO,CO1_DS2,Onthophagus longimanus,0
CO,CO1_DS2,Onthophagus petenensis,0
CO,CO1_DS2,Onthophagus rhinolophus,0
CO,CO1_DS2,Onthophagus sp.nov. aff. subcancer,0
CO,CO1_DS2,Phanaeus endymion,0
CO,CO1_DS3,Copris laeviceps,0
CO,CO1_DS3,Copris lugubris,0
CO,CO1_DS3,Copris nubilosus,2
CO,CO1_DS3,Copris sp.nov.,0
CO,CO1_DS3,Dichotomius annae,0
CO,CO1_DS3,Dichotomius satanas,13
CO,CO1_DS3,Eurysternus foedus,0
CO,CO1_DS3,Eurysternus magnus,4
CO,CO1_DS3,Eurysternus mexicanus,0
CO,CO1_DS3,Eurysternus obliteratus,0
CO,CO1_DS3,Onthophagus aff. anthracinus,0
CO,CO1_DS3,Onthophagus aff. belhorinus,0
CO,CO1_DS3,Onthophagus breviconus,0
CO,CO1_DS3,Onthophagus cyanellus,0
CO,CO1_DS3,Onthophagus longimanus,0
CO,CO1_DS3,Onthophagus petenensis,0
CO,CO1_DS3,Onthophagus rhinolophus,0
CO,CO1_DS3,Onthophagus sp.nov. aff. subcancer,0
CO,CO1_DS3,Phanaeus endymion,0
CO,CO1_DS4,Copris laeviceps,0
CO,CO1_DS4,Copris lugubris,0
CO,CO1_DS4,Copris nubilosus,1
CO,CO1_DS4,Copris sp.nov.,0
CO,CO1_DS4,Dichotomius annae,0
CO,CO1_DS4,Dichotomius satanas,13
CO,CO1_DS4,Eurysternus foedus,0
CO,CO1_DS4,Eurysternus magnus,8
CO,CO1_DS4,Eurysternus mexicanus,0
CO,CO1_DS4,Eurysternus obliteratus,1
CO,CO1_DS4,Onthophagus aff. anthracinus,1
CO,CO1_DS4,Onthophagus aff. belhorinus,0
CO,CO1_DS4,Onthophagus breviconus,0
CO,CO1_DS4,Onthophagus cyanellus,0
CO,CO1_DS4,Onthophagus longimanus,0
CO,CO1_DS4,Onthophagus petenensis,0
CO,CO1_DS4,Onthophagus rhinolophus,0
CO,CO1_DS4,Onthophagus sp.nov. aff. subcancer,0
CO,CO1_DS4,Phanaeus endymion,0
CO,CO1_SS1,Copris laeviceps,0
CO,CO1_SS1,Copris lugubris,0
CO,CO1_SS1,Copris nubilosus,0
CO,CO1_SS1,Copris sp.nov.,0
CO,CO1_SS1,Dichotomius annae,0
CO,CO1_SS1,Dichotomius satanas,4
CO,CO1_SS1,Eurysternus foedus,0
CO,CO1_SS1,Eurysternus magnus,8
CO,CO1_SS1,Eurysternus mexicanus,0
CO,CO1_SS1,Eurysternus obliteratus,0
CO,CO1_SS1,Onthophagus aff. anthracinus,1
CO,CO1_SS1,Onthophagus aff. belhorinus,0
CO,CO1_SS1,Onthophagus breviconus,0
CO,CO1_SS1,Onthophagus cyanellus,1
CO,CO1_SS1,Onthophagus longimanus,0
CO,CO1_SS1,Onthophagus petenensis,0
CO,CO1_SS1,Onthophagus rhinolophus,0
CO,CO1_SS1,Onthophagus sp.nov. aff. subcancer,0
CO,CO1_SS1,Phanaeus endymion,0
CO,CO1_SS2,Copris laeviceps,0
CO,CO1_SS2,Copris lugubris,0
CO,CO1_SS2,Copris nubilosus,16
CO,CO1_SS2,Copris sp.nov.,0
CO,CO1_SS2,Dichotomius annae,0
CO,CO1_SS2,Dichotomius satanas,32
CO,CO1_SS2,Eurysternus foedus,0
CO,CO1_SS2,Eurysternus magnus,3
CO,CO1_SS2,Eurysternus mexicanus,0
CO,CO1_SS2,Eurysternus obliteratus,0
CO,CO1_SS2,Onthophagus aff. anthracinus,0
CO,CO1_SS2,Onthophagus aff. belhorinus,0
CO,CO1_SS2,Onthophagus breviconus,0
CO,CO1_SS2,Onthophagus cyanellus,1
CO,CO1_SS2,Onthophagus longimanus,0
CO,CO1_SS2,Onthophagus petenensis,0
CO,CO1_SS2,Onthophagus rhinolophus,0
CO,CO1_SS2,Onthophagus sp.nov. aff. subcancer,0
CO,CO1_SS2,Phanaeus endymion,0
CO,CO1_SS3,Copris laeviceps,0
CO,CO1_SS3,Copris lugubris,0
CO,CO1_SS3,Copris nubilosus,1
CO,CO1_SS3,Copris sp.nov.,0
CO,CO1_SS3,Dichotomius annae,0
CO,CO1_SS3,Dichotomius satanas,6
CO,CO1_SS3,Eurysternus foedus,0
CO,CO1_SS3,Eurysternus magnus,6
CO,CO1_SS3,Eurysternus mexicanus,0
CO,CO1_SS3,Eurysternus obliteratus,0
CO,CO1_SS3,Onthophagus aff. anthracinus,1
CO,CO1_SS3,Onthophagus aff. belhorinus,0
CO,CO1_SS3,Onthophagus breviconus,0
CO,CO1_SS3,Onthophagus cyanellus,0
CO,CO1_SS3,Onthophagus longimanus,0
CO,CO1_SS3,Onthophagus petenensis,0
CO,CO1_SS3,Onthophagus rhinolophus,0
CO,CO1_SS3,Onthophagus sp.nov. aff. subcancer,0
CO,CO1_SS3,Phanaeus endymion,0
CO,CO1_SS4,Copris laeviceps,0
CO,CO1_SS4,Copris lugubris,0
CO,CO1_SS4,Copris nubilosus,5
CO,CO1_SS4,Copris sp.nov.,0
CO,CO1_SS4,Dichotomius annae,0
CO,CO1_SS4,Dichotomius satanas,9
CO,CO1_SS4,Eurysternus foedus,0
CO,CO1_SS4,Eurysternus magnus,4
CO,CO1_SS4,Eurysternus mexicanus,0
CO,CO1_SS4,Eurysternus obliteratus,0
CO,CO1_SS4,Onthophagus aff. anthracinus,0
CO,CO1_SS4,Onthophagus aff. belhorinus,0
CO,CO1_SS4,Onthophagus breviconus,0
CO,CO1_SS4,Onthophagus cyanellus,0
CO,CO1_SS4,Onthophagus longimanus,0
CO,CO1_SS4,Onthophagus petenensis,0
CO,CO1_SS4,Onthophagus rhinolophus,0
CO,CO1_SS4,Onthophagus sp.nov. aff. subcancer,0
CO,CO1_SS4,Phanaeus endymion,1
CO,CO1_SS5,Copris laeviceps,0
CO,CO1_SS5,Copris lugubris,0
CO,CO1_SS5,Copris nubilosus,5
CO,CO1_SS5,Copris sp.nov.,0
CO,CO1_SS5,Dichotomius annae,0
CO,CO1_SS5,Dichotomius satanas,8
CO,CO1_SS5,Eurysternus foedus,0
CO,CO1_SS5,Eurysternus magnus,2
CO,CO1_SS5,Eurysternus mexicanus,0
CO,CO1_SS5,Eurysternus obliteratus,1
CO,CO1_SS5,Onthophagus aff. anthracinus,0
CO,CO1_SS5,Onthophagus aff. belhorinus,0
CO,CO1_SS5,Onthophagus breviconus,1
CO,CO1_SS5,Onthophagus cyanellus,0
CO,CO1_SS5,Onthophagus longimanus,0
CO,CO1_SS5,Onthophagus petenensis,0
CO,CO1_SS5,Onthophagus rhinolophus,0
CO,CO1_SS5,Onthophagus sp.nov. aff. subcancer,0
CO,CO1_SS5,Phanaeus endymion,3
CO,CO2_SS1,Copris laeviceps,0
CO,CO2_SS1,Copris lugubris,0
CO,CO2_SS1,Copris nubilosus,24
CO,CO2_SS1,Copris sp.nov.,0
CO,CO2_SS1,Dichotomius annae,0
CO,CO2_SS1,Dichotomius satanas,18
CO,CO2_SS1,Eurysternus foedus,0
CO,CO2_SS1,Eurysternus magnus,8
CO,CO2_SS1,Eurysternus mexicanus,0
CO,CO2_SS1,Eurysternus obliteratus,0
CO,CO2_SS1,Onthophagus aff. anthracinus,0
CO,CO2_SS1,Onthophagus aff. belhorinus,0
CO,CO2_SS1,Onthophagus breviconus,1
CO,CO2_SS1,Onthophagus cyanellus,1
CO,CO2_SS1,Onthophagus longimanus,0
CO,CO2_SS1,Onthophagus petenensis,0
CO,CO2_SS1,Onthophagus rhinolophus,0
CO,CO2_SS1,Onthophagus sp.nov. aff. subcancer,0
CO,CO2_SS1,Phanaeus endymion,0
CO,CO2_SS2,Copris laeviceps,0
CO,CO2_SS2,Copris lugubris,0
CO,CO2_SS2,Copris nubilosus,28
CO,CO2_SS2,Copris sp.nov.,0
CO,CO2_SS2,Dichotomius annae,0
CO,CO2_SS2,Dichotomius satanas,9
CO,CO2_SS2,Eurysternus foedus,0
CO,CO2_SS2,Eurysternus magnus,5
CO,CO2_SS2,Eurysternus mexicanus,0
CO,CO2_SS2,Eurysternus obliteratus,0
CO,CO2_SS2,Onthophagus aff. anthracinus,0
CO,CO2_SS2,Onthophagus aff. belhorinus,0
CO,CO2_SS2,Onthophagus breviconus,0
CO,CO2_SS2,Onthophagus cyanellus,0
CO,CO2_SS2,Onthophagus longimanus,0
CO,CO2_SS2,Onthophagus petenensis,0
CO,CO2_SS2,Onthophagus rhinolophus,0
CO,CO2_SS2,Onthophagus sp.nov. aff. subcancer,0
CO,CO2_SS2,Phanaeus endymion,0
CO,CO2_SS3,Copris laeviceps,0
CO,CO2_SS3,Copris lugubris,0
CO,CO2_SS3,Copris nubilosus,54
CO,CO2_SS3,Copris sp.nov.,0
CO,CO2_SS3,Dichotomius annae,0
CO,CO2_SS3,Dichotomius satanas,5
CO,CO2_SS3,Eurysternus foedus,0
CO,CO2_SS3,Eurysternus magnus,1
CO,CO2_SS3,Eurysternus mexicanus,0
CO,CO2_SS3,Eurysternus obliteratus,0
CO,CO2_SS3,Onthophagus aff. anthracinus,0
CO,CO2_SS3,Onthophagus aff. belhorinus,0
CO,CO2_SS3,Onthophagus breviconus,0
CO,CO2_SS3,Onthophagus cyanellus,0
CO,CO2_SS3,Onthophagus longimanus,0
CO,CO2_SS3,Onthophagus petenensis,0
CO,CO2_SS3,Onthophagus rhinolophus,0
CO,CO2_SS3,Onthophagus sp.nov. aff. subcancer,0
CO,CO2_SS3,Phanaeus endymion,0
CO,CO3_SS1,Copris laeviceps,0
CO,CO3_SS1,Copris lugubris,0
CO,CO3_SS1,Copris nubilosus,33
CO,CO3_SS1,Copris sp.nov.,0
CO,CO3_SS1,Dichotomius annae,0
CO,CO3_SS1,Dichotomius satanas,7
CO,CO3_SS1,Eurysternus foedus,0
CO,CO3_SS1,Eurysternus magnus,2
CO,CO3_SS1,Eurysternus mexicanus,0
CO,CO3_SS1,Eurysternus obliteratus,0
CO,CO3_SS1,Onthophagus aff. anthracinus,0
CO,CO3_SS1,Onthophagus aff. belhorinus,0
CO,CO3_SS1,Onthophagus breviconus,0
CO,CO3_SS1,Onthophagus cyanellus,2
CO,CO3_SS1,Onthophagus longimanus,0
CO,CO3_SS1,Onthophagus petenensis,0
CO,CO3_SS1,Onthophagus rhinolophus,0
CO,CO3_SS1,Onthophagus sp.nov. aff. subcancer,0
CO,CO3_SS1,Phanaeus endymion,0
CO,CO3_SS2,Copris laeviceps,0
CO,CO3_SS2,Copris lugubris,0
CO,CO3_SS2,Copris nubilosus,18
CO,CO3_SS2,Copris sp.nov.,0
CO,CO3_SS2,Dichotomius annae,0
CO,CO3_SS2,Dichotomius satanas,2
CO,CO3_SS2,Eurysternus foedus,0
CO,CO3_SS2,Eurysternus magnus,1
CO,CO3_SS2,Eurysternus mexicanus,0
CO,CO3_SS2,Eurysternus obliteratus,0
CO,CO3_SS2,Onthophagus aff. anthracinus,0
CO,CO3_SS2,Onthophagus aff. belhorinus,0
CO,CO3_SS2,Onthophagus breviconus,1
CO,CO3_SS2,Onthophagus cyanellus,0
CO,CO3_SS2,Onthophagus longimanus,0
CO,CO3_SS2,Onthophagus petenensis,0
CO,CO3_SS2,Onthophagus rhinolophus,0
CO,CO3_SS2,Onthophagus sp.nov. aff. subcancer,0
CO,CO3_SS2,Phanaeus endymion,0
CO,CO3_SS3,Copris laeviceps,0
CO,CO3_SS3,Copris lugubris,0
CO,CO3_SS3,Copris nubilosus,33
CO,CO3_SS3,Copris sp.nov.,0
CO,CO3_SS3,Dichotomius annae,0
CO,CO3_SS3,Dichotomius satanas,6
CO,CO3_SS3,Eurysternus foedus,0
CO,CO3_SS3,Eurysternus magnus,2
CO,CO3_SS3,Eurysternus mexicanus,0
CO,CO3_SS3,Eurysternus obliteratus,0
CO,CO3_SS3,Onthophagus aff. anthracinus,0
CO,CO3_SS3,Onthophagus aff. belhorinus,0
CO,CO3_SS3,Onthophagus breviconus,0
CO,CO3_SS3,Onthophagus cyanellus,1
CO,CO3_SS3,Onthophagus longimanus,0
CO,CO3_SS3,Onthophagus petenensis,0
CO,CO3_SS3,Onthophagus rhinolophus,0
CO,CO3_SS3,Onthophagus sp.nov. aff. subcancer,0
CO,CO3_SS3,Phanaeus endymion,0
CO,CO3_SS4,Copris laeviceps,0
CO,CO3_SS4,Copris lugubris,0
CO,CO3_SS4,Copris nubilosus,11
CO,CO3_SS4,Copris sp.nov.,0
CO,CO3_SS4,Dichotomius annae,0
CO,CO3_SS4,Dichotomius satanas,2
CO,CO3_SS4,Eurysternus foedus,0
CO,CO3_SS4,Eurysternus magnus,0
CO,CO3_SS4,Eurysternus mexicanus,0
CO,CO3_SS4,Eurysternus obliteratus,0
CO,CO3_SS4,Onthophagus aff. anthracinus,0
CO,CO3_SS4,Onthophagus aff. belhorinus,0
CO,CO3_SS4,Onthophagus breviconus,1
CO,CO3_SS4,Onthophagus cyanellus,0
CO,CO3_SS4,Onthophagus longimanus,0
CO,CO3_SS4,Onthophagus petenensis,0
CO,CO3_SS4,Onthophagus rhinolophus,0
CO,CO3_SS4,Onthophagus sp.nov. aff. subcancer,0
CO,CO3_SS4,Phanaeus endymion,0
CO,CO3_SS5,Copris laeviceps,0
CO,CO3_SS5,Copris lugubris,0
CO,CO3_SS5,Copris nubilosus,25
CO,CO3_SS5,Copris sp.nov.,0
CO,CO3_SS5,Dichotomius annae,0
CO,CO3_SS5,Dichotomius satanas,3
CO,CO3_SS5,Eurysternus foedus,0
CO,CO3_SS5,Eurysternus magnus,2
CO,CO3_SS5,Eurysternus mexicanus,0
CO,CO3_SS5,Eurysternus obliteratus,1
CO,CO3_SS5,Onthophagus aff. anthracinus,0
CO,CO3_SS5,Onthophagus aff. belhorinus,0
CO,CO3_SS5,Onthophagus breviconus,0
CO,CO3_SS5,Onthophagus cyanellus,1
CO,CO3_SS5,Onthophagus longimanus,0
CO,CO3_SS5,Onthophagus petenensis,0
CO,CO3_SS5,Onthophagus rhinolophus,0
CO,CO3_SS5,Onthophagus sp.nov. aff. subcancer,0
CO,CO3_SS5,Phanaeus endymion,0
CO,CO3_SS6,Copris laeviceps,0
CO,CO3_SS6,Copris lugubris,0
CO,CO3_SS6,Copris nubilosus,50
CO,CO3_SS6,Copris sp.nov.,0
CO,CO3_SS6,Dichotomius annae,0
CO,CO3_SS6,Dichotomius satanas,4
CO,CO3_SS6,Eurysternus foedus,0
CO,CO3_SS6,Eurysternus magnus,2
CO,CO3_SS6,Eurysternus mexicanus,0
CO,CO3_SS6,Eurysternus obliteratus,0
CO,CO3_SS6,Onthophagus aff. anthracinus,0
CO,CO3_SS6,Onthophagus aff. belhorinus,0
CO,CO3_SS6,Onthophagus breviconus,0
CO,CO3_SS6,Onthophagus cyanellus,2
CO,CO3_SS6,Onthophagus longimanus,0
CO,CO3_SS6,Onthophagus petenensis,0
CO,CO3_SS6,Onthophagus rhinolophus,0
CO,CO3_SS6,Onthophagus sp.nov. aff. subcancer,0
CO,CO3_SS6,Phanaeus endymion,0
DA,DA0_SS1,Copris laeviceps,0
DA,DA0_SS1,Copris lugubris,0
DA,DA0_SS1,Copris nubilosus,2
DA,DA0_SS1,Copris sp.nov.,5
DA,DA0_SS1,Dichotomius annae,0
DA,DA0_SS1,Dichotomius satanas,2
DA,DA0_SS1,Eurysternus foedus,0
DA,DA0_SS1,Eurysternus magnus,1
DA,DA0_SS1,Eurysternus mexicanus,0
DA,DA0_SS1,Eurysternus obliteratus,0
DA,DA0_SS1,Onthophagus aff. anthracinus,0
DA,DA0_SS1,Onthophagus aff. belhorinus,0
DA,DA0_SS1,Onthophagus breviconus,0
DA,DA0_SS1,Onthophagus cyanellus,1
DA,DA0_SS1,Onthophagus longimanus,0
