camp,site,taxon,count
DA,DA0_SS1,Onthophagus petenensis,0
DA,DA0_SS1,Onthophagus rhinolophus,0
DA,DA0_SS1,Onthophagus sp.nov. aff. subcancer,0
DA,DA0_SS1,Phanaeus endymion,0
DA,DA0_SS2,Copris laeviceps,0
DA,DA0_SS2,Copris lugubris,0
DA,DA0_SS2,Copris nubilosus,4
DA,DA0_SS2,Copris sp.nov.,0
DA,DA0_SS2,Dichotomius annae,0
DA,DA0_SS2,Dichotomius satanas,0
DA,DA0_SS2,Eurysternus foedus,0
DA,DA0_SS2,Eurysternus magnus,2
DA,DA0_SS2,Eurysternus mexicanus,0
DA,DA0_SS2,Eurysternus obliteratus,0
DA,DA0_SS2,Onthophagus aff. anthracinus,0
DA,DA0_SS2,Onthophagus aff. belhorinus,0
DA,DA0_SS2,Onthophagus breviconus,1
DA,DA0_SS2,Onthophagus cyanellus,0
DA,DA0_SS2,Onthophagus longimanus,0
DA,DA0_SS2,Onthophagus petenensis,0
DA,DA0_SS2,Onthophagus rhinolophus,0
DA,DA0_SS2,Onthophagus sp.nov. aff. subcancer,0
DA,DA0_SS2,Phanaeus endymion,0
DA,DA0_SS3,Copris laeviceps,0
DA,DA0_SS3,Copris lugubris,0
DA,DA0_SS3,Copris nubilosus,13
DA,DA0_SS3,Copris sp.nov.,0
DA,DA0_SS3,Dichotomius annae,0
DA,DA0_SS3,Dichotomius satanas,2
DA,DA0_SS3,Eurysternus foedus,0
DA,DA0_SS3,Eurysternus magnus,0
DA,DA0_SS3,Eurysternus mexicanus,0
DA,DA0_SS3,Eurysternus obliteratus,0
DA,DA0_SS3,Onthophagus aff. anthracinus,0
DA,DA0_SS3,Onthophagus aff. belhorinus,0
DA,DA0_SS3,Onthophagus breviconus,0
DA,DA0_SS3,Onthophagus cyanellus,0
DA,DA0_SS3,Onthophagus longimanus,0
DA,DA0_SS3,Onthophagus petenensis,0
DA,DA0_SS3,Onthophagus rhinolophus,0
DA,DA0_SS3,Onthophagus sp.nov. aff. subcancer,0
DA,DA0_SS3,Phanaeus endymion,0
DA,DA0_SS4,Copris laeviceps,0
DA,DA0_SS4,Copris lugubris,0
DA,DA0_SS4,Copris nubilosus,20
DA,DA0_SS4,Copris sp.nov.,0
DA,DA0_SS4,Dichotomius annae,0
DA,DA0_SS4,Dichotomius satanas,2
DA,DA0_SS4,Eurysternus foedus,0
DA,DA0_SS4,Eurysternus magnus,0
DA,DA0_SS4,Eurysternus mexicanus,0
DA,DA0_SS4,Eurysternus obliteratus,0
DA,DA0_SS4,Onthophagus aff. anthracinus,0
DA,DA0_SS4,Onthophagus aff. belhorinus,0
DA,DA0_SS4,Onthophagus breviconus,0
DA,DA0_SS4,Onthophagus cyanellus,0
DA,DA0_SS4,Onthophagus longimanus,0
DA,DA0_SS4,Onthophagus petenensis,0
DA,DA0_SS4,Onthophagus rhinolophus,0
DA,DA0_SS4,Onthophagus sp.nov. aff. subcancer,0
DA,DA0_SS4,Phanaeus endymion,0
DA,DA1_DS2,Copris laeviceps,0
DA,DA1_DS2,Copris lugubris,0
DA,DA1_DS2,Copris nubilosus,28
DA,DA1_DS2,Copris sp.nov.,0
DA,DA1_DS2,Dichotomius annae,0
DA,DA1_DS2,Dichotomius satanas,0
DA,DA1_DS2,Eurysternus foedus,0
DA,DA1_DS2,Eurysternus magnus,1
DA,DA1_DS2,Eurysternus mexicanus,0
DA,DA1_DS2,Eurysternus obliteratus,0
DA,DA1_DS2,Onthophagus aff. anthracinus,0
DA,DA1_DS2,Onthophagus aff. belhorinus,3
DA,DA1_DS2,Onthophagus breviconus,0
DA,DA1_DS2,Onthophagus cyanellus,2
DA,DA1_DS2,Onthophagus longimanus,0
DA,DA1_DS2,Onthophagus petenensis,0
DA,DA1_DS2,Onthophagus rhinolophus,1
DA,DA1_DS2,Onthophagus sp.nov. aff. subcancer,0
DA,DA1_DS2,Phanaeus endymion,0
DA,DA1_SS1,Copris laeviceps,0
DA,DA1_SS1,Copris lugubris,0
DA,DA1_SS1,Copris nubilosus,6
DA,DA1_SS1,Copris sp.nov.,0
DA,DA1_SS1,Dichotomius annae,0
DA,DA1_SS1,Dichotomius satanas,0
DA,DA1_SS1,Eurysternus foedus,0
DA,DA1_SS1,Eurysternus magnus,0
DA,DA1_SS1,Eurysternus mexicanus,0
DA,DA1_SS1,Eurysternus obliteratus,0
DA,DA1_SS1,Onthophagus aff. anthracinus,0
DA,DA1_SS1,Onthophagus aff. belhorinus,0
DA,DA1_SS1,Onthophagus breviconus,0
DA,DA1_SS1,Onthophagus cyanellus,0
DA,DA1_SS1,Onthophagus longimanus,0
DA,DA1_SS1,Onthophagus petenensis,0
DA,DA1_SS1,Onthophagus rhinolophus,0
DA,DA1_SS1,Onthophagus sp.nov. aff. subcancer,0
DA,DA1_SS1,Phanaeus endymion,0
DA,DA1_SS2,Copris laeviceps,0
DA,DA1_SS2,Copris lugubris,0
DA,DA1_SS2,Copris nubilosus,14
DA,DA1_SS2,Copris sp.nov.,0
DA,DA1_SS2,Dichotomius annae,0
DA,DA1_SS2,Dichotomius satanas,2
DA,DA1_SS2,Eurysternus foedus,0
DA,DA1_SS2,Eurysternus magnus,0
DA,DA1_SS2,Eurysternus mexicanus,0
DA,DA1_SS2,Eurysternus obliteratus,0
DA,DA1_SS2,Onthophagus aff. anthracinus,0
DA,DA1_SS2,Onthophagus aff. belhorinus,0
DA,DA1_SS2,Onthophagus breviconus,0
DA,DA1_SS2,Onthophagus cyanellus,1
DA,DA1_SS2,Onthophagus longimanus,0
DA,DA1_SS2,Onthophagus petenensis,0
DA,DA1_SS2,Onthophagus rhinolophus,0
DA,DA1_SS2,Onthophagus sp.nov. aff. subcancer,0
DA,DA1_SS2,Phanaeus endymion,0
DA,DA1_SS3,Copris laeviceps,0
DA,DA1_SS3,Copris lugubris,0
DA,DA1_SS3,Copris nubilosus,38
DA,DA1_SS3,Copris sp.nov.,0
DA,DA1_SS3,Dichotomius annae,0
DA,DA1_SS3,Dichotomius satanas,1
DA,DA1_SS3,Eurysternus foedus,0
DA,DA1_SS3,Eurysternus magnus,0
DA,DA1_SS3,Eurysternus mexicanus,0
DA,DA1_SS3,Eurysternus obliteratus,0
DA,DA1_SS3,Onthophagus aff. anthracinus,0
DA,DA1_SS3,Onthophagus aff. belhorinus,0
DA,DA1_SS3,Onthophagus breviconus,0
DA,DA1_SS3,Onthophagus cyanellus,1
DA,DA1_SS3,Onthophagus longimanus,0
DA,DA1_SS3,Onthophagus petenensis,0
DA,DA1_SS3,Onthophagus rhinolophus,0
DA,DA1_SS3,Onthophagus sp.nov. aff. subcancer,0
DA,DA1_SS3,Phanaeus endymion,0
DA,DA1_SS4,Copris laeviceps,0
DA,DA1_SS4,Copris lugubris,0
DA,DA1_SS4,Copris nubilosus,7
DA,DA1_SS4,Copris sp.nov.,0
DA,DA1_SS4,Dichotomius annae,0
DA,DA1_SS4,Dichotomius satanas,0
DA,DA1_SS4,Eurysternus foedus,0
DA,DA1_SS4,Eurysternus magnus,2
DA,DA1_SS4,Eurysternus mexicanus,0
DA,DA1_SS4,Eurysternus obliteratus,0
DA,DA1_SS4,Onthophagus aff. anthracinus,2
DA,DA1_SS4,Onthophagus aff. belhorinus,0
DA,DA1_SS4,Onthophagus breviconus,0
DA,DA1_SS4,Onthophagus cyanellus,2
DA,DA1_SS4,Onthophagus longimanus,0
DA,DA1_SS4,Onthophagus petenensis,0
DA,DA1_SS4,Onthophagus rhinolophus,0
DA,DA1_SS4,Onthophagus sp.nov. aff. subcancer,0
DA,DA1_SS4,Phanaeus endymion,0
DA,DA1_SS5,Copris laeviceps,0
DA,DA1_SS5,Copris lugubris,0
DA,DA1_SS5,Copris nubilosus,110
DA,DA1_SS5,Copris sp.nov.,0
DA,DA1_SS5,Dichotomius annae,0
DA,DA1_SS5,Dichotomius satanas,1
DA,DA1_SS5,Eurysternus foedus,0
DA,DA1_SS5,Eurysternus magnus,0
DA,DA1_SS5,Eurysternus mexicanus,0
DA,DA1_SS5,Eurysternus obliteratus,0
DA,DA1_SS5,Onthophagus aff. anthracinus,0
DA,DA1_SS5,Onthophagus aff. belhorinus,0
DA,DA1_SS5,Onthophagus breviconus,0
DA,DA1_SS5,Onthophagus cyanellus,2
DA,DA1_SS5,Onthophagus longimanus,0
DA,DA1_SS5,Onthophagus petenensis,0
DA,DA1_SS5,Onthophagus rhinolophus,0
DA,DA1_SS5,Onthophagus sp.nov. aff. subcancer,0
DA,DA1_SS5,Phanaeus endymion,0
DA,DA1_SS6,Copris laeviceps,0
DA,DA1_SS6,Copris lugubris,0
DA,DA1_SS6,Copris nubilosus,65
DA,DA1_SS6,Copris sp.nov.,0
DA,DA1_SS6,Dichotomius annae,0
DA,DA1_SS6,Dichotomius satanas,4
DA,DA1_SS6,Eurysternus foedus,0
DA,DA1_SS6,Eurysternus magnus,0
DA,DA1_SS6,Eurysternus mexicanus,0
DA,DA1_SS6,Eurysternus obliteratus,0
DA,DA1_SS6,Onthophagus aff. anthracinus,0
DA,DA1_SS6,Onthophagus aff. belhorinus,1
DA,DA1_SS6,Onthophagus breviconus,1
DA,DA1_SS6,Onthophagus cyanellus,2
DA,DA1_SS6,Onthophagus longimanus,0
DA,DA1_SS6,Onthophagus petenensis,0
DA,DA1_SS6,Onthophagus rhinolophus,0
DA,DA1_SS6,Onthophagus sp.nov. aff. subcancer,0
DA,DA1_SS6,Phanaeus endymion,0
DA,DA2_DS1,Copris laeviceps,0
DA,DA2_DS1,Copris lugubris,0
DA,DA2_DS1,Copris nubilosus,24
DA,DA2_DS1,Copris sp.nov.,0
DA,DA2_DS1,Dichotomius annae,0
DA,DA2_DS1,Dichotomius satanas,2
DA,DA2_DS1,Eurysternus foedus,0
DA,DA2_DS1,Eurysternus magnus,0
DA,DA2_DS1,Eurysternus mexicanus,0
DA,DA2_DS1,Eurysternus obliteratus,0
DA,DA2_DS1,Onthophagus aff. anthracinus,0
DA,DA2_DS1,Onthophagus aff. belhorinus,3
DA,DA2_DS1,Onthophagus breviconus,0
DA,DA2_DS1,Onthophagus cyanellus,1
DA,DA2_DS1,Onthophagus longimanus,0
DA,DA2_DS1,Onthophagus petenensis,0
DA,DA2_DS1,Onthophagus rhinolophus,0
DA,DA2_DS1,Onthophagus sp.nov. aff. subcancer,0
DA,DA2_DS1,Phanaeus endymion,0
DA,DA2_SS2,Copris laeviceps,0
DA,DA2_SS2,Copris lugubris,0
DA,DA2_SS2,Copris nubilosus,10
DA,DA2_SS2,Copris sp.nov.,0
DA,DA2_SS2,Dichotomius annae,0
DA,DA2_SS2,Dichotomius satanas,2
DA,DA2_SS2,Eurysternus foedus,0
DA,DA2_SS2,Eurysternus magnus,1
DA,DA2_SS2,Eurysternus mexicanus,0
DA,DA2_SS2,Eurysternus obliteratus,0
DA,DA2_SS2,Onthophagus aff. anthracinus,0
DA,DA2_SS2,Onthophagus aff. belhorinus,0
DA,DA2_SS2,Onthophagus breviconus,0
DA,DA2_SS2,Onthophagus cyanellus,0
DA,DA2_SS2,Onthophagus longimanus,0
DA,DA2_SS2,Onthophagus petenensis,0
DA,DA2_SS2,Onthophagus rhinolophus,0
DA,DA2_SS2,Onthophagus sp.nov. aff. subcancer,0
DA,DA2_SS2,Phanaeus endymion,0
DA,DA2_SS3,Copris laeviceps,0
DA,DA2_SS3,Copris lugubris,0
DA,DA2_SS3,Copris nubilosus,34
DA,DA2_SS3,Copris sp.nov.,0
DA,DA2_SS3,Dichotomius annae,0
DA,DA2_SS3,Dichotomius satanas,10
DA,DA2_SS3,Eurysternus foedus,0
DA,DA2_SS3,Eurysternus magnus,1
DA,DA2_SS3,Eurysternus mexicanus,0
DA,DA2_SS3,Eurysternus obliteratus,0
DA,DA2_SS3,Onthophagus aff. anthracinus,0
DA,DA2_SS3,Onthophagus aff. belhorinus,0
DA,DA2_SS3,Onthophagus breviconus,0
DA,DA2_SS3,Onthophagus cyanellus,1
DA,DA2_SS3,Onthophagus longimanus,0
DA,DA2_SS3,Onthophagus petenensis,0
DA,DA2_SS3,Onthophagus rhinolophus,0
DA,DA2_SS3,Onthophagus sp.nov. aff. subcancer,0
DA,DA2_SS3,Phanaeus endymion,0
DA,DA2_SS4,Copris laeviceps,0
DA,DA2_SS4,Copris lugubris,0
DA,DA2_SS4,Copris nubilosus,27
DA,DA2_SS4,Copris sp.nov.,0
DA,DA2_SS4,Dichotomius annae,0
DA,DA2_SS4,Dichotomius satanas,8
DA,DA2_SS4,Eurysternus foedus,0
DA,DA2_SS4,Eurysternus magnus,2
DA,DA2_SS4,Eurysternus mexicanus,0
DA,DA2_SS4,Eurysternus obliteratus,0
DA,DA2_SS4,Onthophagus aff. anthracinus,0
DA,DA2_SS4,Onthophagus aff. belhorinus,0
DA,DA2_SS4,Onthophagus breviconus,0
DA,DA2_SS4,Onthophagus cyanellus,0
DA,DA2_SS4,Onthophagus longimanus,0
DA,DA2_SS4,Onthophagus petenensis,0
DA,DA2_SS4,Onthophagus rhinolophus,0
DA,DA2_SS4,Onthophagus sp.nov. aff. subcancer,0
DA,DA2_SS4,Phanaeus endymion,0
DA,DA4_DS2,Copris laeviceps,0
DA,DA4_DS2,Copris lugubris,0
DA,DA4_DS2,Copris nubilosus,6
DA,DA4_DS2,Copris sp.nov.,0
DA,DA4_DS2,Dichotomius annae,0
DA,DA4_DS2,Dichotomius satanas,0
DA,DA4_DS2,Eurysternus foedus,0
DA,DA4_DS2,Eurysternus magnus,0
DA,DA4_DS2,Eurysternus mexicanus,0
DA,DA4_DS2,Eurysternus obliteratus,0
DA,DA4_DS2,Onthophagus aff. anthracinus,0
DA,DA4_DS2,Onthophagus aff. belhorinus,1
DA,DA4_DS2,Onthophagus breviconus,0
DA,DA4_DS2,Onthophagus cyanellus,0
DA,DA4_DS2,Onthophagus longimanus,0
DA,DA4_DS2,Onthophagus petenensis,0
DA,DA4_DS2,Onthophagus rhinolophus,1
DA,DA4_DS2,Onthophagus sp.nov. aff. subcancer,0
DA,DA4_DS2,Phanaeus endymion,0
DA,DA4_DS3,Copris laeviceps,0
DA,DA4_DS3,Copris lugubris,0
DA,DA4_DS3,Copris nubilosus,2
DA,DA4_DS3,Copris sp.nov.,0
DA,DA4_DS3,Dichotomius annae,0
DA,DA4_DS3,Dichotomius satanas,0
DA,DA4_DS3,Eurysternus foedus,0
DA,DA4_DS3,Eurysternus magnus,2
DA,DA4_DS3,Eurysternus mexicanus,0
DA,DA4_DS3,Eurysternus obliteratus,0
DA,DA4_DS3,Onthophagus aff. anthracinus,0
DA,DA4_DS3,Onthophagus aff. belhorinus,3
DA,DA4_DS3,Onthophagus breviconus,0
DA,DA4_DS3,Onthophagus cyanellus,0
DA,DA4_DS3,Onthophagus longimanus,0
DA,DA4_DS3,Onthophagus petenensis,0
DA,DA4_DS3,Onthophagus rhinolophus,0
DA,DA4_DS3,Onthophagus sp.nov. aff. subcancer,0
DA,DA4_DS3,Phanaeus endymion,0
DA,DA4_DS4,Copris laeviceps,0
DA,DA4_DS4,Copris lugubris,0
DA,DA4_DS4,Copris nubilosus,5
DA,DA4_DS4,Copris sp.nov.,0
DA,DA4_DS4,Dichotomius annae,0
DA,DA4_DS4,Dichotomius satanas,0
DA,DA4_DS4,Eurysternus foedus,0
DA,DA4_DS4,Eurysternus magnus,0
DA,DA4_DS4,Eurysternus mexicanus,0
DA,DA4_DS4,Eurysternus obliteratus,0
DA,DA4_DS4,Onthophagus aff. anthracinus,0
DA,DA4_DS4,Onthophagus aff. belhorinus,1
DA,DA4_DS4,Onthophagus breviconus,0
DA,DA4_DS4,Onthophagus cyanellus,0
DA,DA4_DS4,Onthophagus longimanus,0
DA,DA4_DS4,Onthophagus petenensis,0
DA,DA4_DS4,Onthophagus rhinolophus,0
DA,DA4_DS4,Onthophagus sp.nov. aff. subcancer,0
DA,DA4_DS4,Phanaeus endymion,0
DA,DA4_SS1,Copris laeviceps,0
DA,DA4_SS1,Copris lugubris,0
DA,DA4_SS1,Copris nubilosus,8
DA,DA4_SS1,Copris sp.nov.,0
DA,DA4_SS1,Dichotomius annae,0
DA,DA4_SS1,Dichotomius satanas,2
DA,DA4_SS1,Eurysternus foedus,0
DA,DA4_SS1,Eurysternus magnus,1
DA,DA4_SS1,Eurysternus mexicanus,0
DA,DA4_SS1,Eurysternus obliteratus,0
DA,DA4_SS1,Onthophagus aff. anthracinus,0
DA,DA4_SS1,Onthophagus aff. belhorinus,0
DA,DA4_SS1,Onthophagus breviconus,0
DA,DA4_SS1,Onthophagus cyanellus,0
DA,DA4_SS1,Onthophagus longimanus,0
DA,DA4_SS1,Onthophagus petenensis,0
DA,DA4_SS1,Onthophagus rhinolophus,0
DA,DA4_SS1,Onthophagus sp.nov. aff. subcancer,0
DA,DA4_SS1,Phanaeus endymion,0
GU,GU1_SS1,Copris laeviceps,0
GU,GU1_SS1,Copris lugubris,0
GU,GU1_SS1,Copris nubilosus,8
GU,GU1_SS1,Copris sp.nov.,0
GU,GU1_SS1,Dichotomius annae,0
GU,GU1_SS1,Dichotomius satanas,6
GU,GU1_SS1,Eurysternus foedus,0
GU,GU1_SS1,Eurysternus magnus,0
GU,GU1_SS1,Eurysternus mexicanus,0
GU,GU1_SS1,Eurysternus obliteratus,0
GU,GU1_SS1,Onthophagus aff. anthracinus,0
GU,GU1_SS1,Onthophagus aff. belhorinus,0
GU,GU1_SS1,Onthophagus breviconus,1
GU,GU1_SS1,Onthophagus cyanellus,0
GU,GU1_SS1,Onthophagus longimanus,0
GU,GU1_SS1,Onthophagus petenensis,0
GU,GU1_SS1,Onthophagus rhinolophus,0
GU,GU1_SS1,Onthophagus sp.nov. aff. subcancer,0
GU,GU1_SS1,Phanaeus endymion,0
GU,GU1_SS2,Copris laeviceps,0
GU,GU1_SS2,Copris lugubris,0
GU,GU1_SS2,Copris nubilosus,8
GU,GU1_SS2,Copris sp.nov.,0
GU,GU1_SS2,Dichotomius annae,0
GU,GU1_SS2,Dichotomius satanas,14
GU,GU1_SS2,Eurysternus foedus,0
GU,GU1_SS2,Eurysternus magnus,1
GU,GU1_SS2,Eurysternus mexicanus,0
GU,GU1_SS2,Eurysternus obliteratus,0
GU,GU1_SS2,Onthophagus aff. anthracinus,0
GU,GU1_SS2,Onthophagus aff. belhorinus,0
GU,GU1_SS2,Onthophagus breviconus,1
GU,GU1_SS2,Onthophagus cyanellus,0
GU,GU1_SS2,Onthophagus longimanus,0
GU,GU1_SS2,Onthophagus petenensis,0
GU,GU1_SS2,Onthophagus rhinolophus,0
GU,GU1_SS2,Onthophagus sp.nov. aff. subcancer,0
GU,GU1_SS2,Phanaeus endymion,0
GU,GU1_SS3,Copris laeviceps,0
GU,GU1_SS3,Copris lugubris,0
GU,GU1_SS3,Copris nubilosus,10
GU,GU1_SS3,Copris sp.nov.,0
GU,GU1_SS3,Dichotomius annae,0
GU,GU1_SS3,Dichotomius satanas,10
GU,GU1_SS3,Eurysternus foedus,0
GU,GU1_SS3,Eurysternus magnus,0
GU,GU1_SS3,Eurysternus mexicanus,0
GU,GU1_SS3,Eurysternus obliteratus,0
GU,GU1_SS3,Onthophagus aff. anthracinus,0
GU,GU1_SS3,Onthophagus aff. belhorinus,0
GU,GU1_SS3,Onthophagus breviconus,0
GU,GU1_SS3,Onthophagus cyanellus,0
GU,GU1_SS3,Onthophagus longimanus,0
GU,GU1_SS3,Onthophagus petenensis,0
GU,GU1_SS3,Onthophagus rhinolophus,0
GU,GU1_SS3,Onthophagus sp.nov. aff. subcancer,0
GU,GU1_SS3,Phanaeus endymion,0
GU,GU1_SS4,Copris laeviceps,0
GU,GU1_SS4,Copris lugubris,0
GU,GU1_SS4,Copris nubilosus,4
GU,GU1_SS4,Copris sp.nov.,0
GU,GU1_SS4,Dichotomius annae,0
GU,GU1_SS4,Dichotomius satanas,1
GU,GU1_SS4,Eurysternus foedus,0
GU,GU1_SS4,Eurysternus magnus,1
GU,GU1_SS4,Eurysternus mexicanus,0
GU,GU1_SS4,Eurysternus obliteratus,0
GU,GU1_SS4,Onthophagus aff. anthracinus,0
GU,GU1_SS4,Onthophagus aff. belhorinus,0
GU,GU1_SS4,Onthophagus breviconus,0
GU,GU1_SS4,Onthophagus cyanellus,4
GU,GU1_SS4,Onthophagus longimanus,0
GU,GU1_SS4,Onthophagus petenensis,0
GU,GU1_SS4,Onthophagus rhinolophus,0
GU,GU1_SS4,Onthophagus sp.nov. aff. subcancer,0
GU,GU1_SS4,Phanaeus endymion,0
GU,GU1_SS5,Copris laeviceps,0
GU,GU1_SS5,Copris lugubris,0
GU,GU1_SS5,Copris nubilosus,9
GU,GU1_SS5,Copris sp.nov.,0
GU,GU1_SS5,Dichotomius annae,0
GU,GU1_SS5,Dichotomius satanas,0
GU,GU1_SS5,Eurysternus foedus,0
GU,GU1_SS5,Eurysternus magnus,0
GU,GU1_SS5,Eurysternus mexicanus,0
GU,GU1_SS5,Eurysternus obliteratus,0
GU,GU1_SS5,Onthophagus aff. anthracinus,0
GU,GU1_SS5,Onthophagus aff. belhorinus,0
GU,GU1_SS5,Onthophagus breviconus,0
GU,GU1_SS5,Onthophagus cyanellus,0
GU,GU1_SS5,Onthophagus longimanus,0
GU,GU1_SS5,Onthophagus petenensis,0
GU,GU1_SS5,Onthophagus rhinolophus,0
GU,GU1_SS5,Onthophagus sp.nov. aff. subcancer,0
GU,GU1_SS5,Phanaeus endymion,0
GU,GU1_SS6,Copris laeviceps,0
GU,GU1_SS6,Copris lugubris,0
GU,GU1_SS6,Copris nubilosus,9
GU,GU1_SS6,Copris sp.nov.,0
GU,GU1_SS6,Dichotomius annae,0
GU,GU1_SS6,Dichotomius satanas,0
GU,GU1_SS6,Eurysternus foedus,0
GU,GU1_SS6,Eurysternus magnus,0
GU,GU1_SS6,Eurysternus mexicanus,0
GU,GU1_SS6,Eurysternus obliteratus,0
GU,GU1_SS6,Onthophagus aff. anthracinus,0
GU,GU1_SS6,Onthophagus aff. belhorinus,0
GU,GU1_SS6,Onthophagus breviconus,0
GU,GU1_SS6,Onthophagus cyanellus,0
GU,GU1_SS6,Onthophagus longimanus,0
GU,GU1_SS6,Onthophagus petenensis,0
GU,GU1_SS6,Onthophagus rhinolophus,0
GU,GU1_SS6,Onthophagus sp.nov. aff. subcancer,1
GU,GU1_SS6,Phanaeus endymion,0
GU,GU1_SS7,Copris laeviceps,0
GU,GU1_SS7,Copris lugubris,0
GU,GU1_SS7,Copris nubilosus,9
GU,GU1_SS7,Copris sp.nov.,0
GU,GU1_SS7,Dichotomius annae,0
GU,GU1_SS7,Dichotomius satanas,0
GU,GU1_SS7,Eurysternus foedus,0
GU,GU1_SS7,Eurysternus magnus,1
GU,GU1_SS7,Eurysternus mexicanus,0
GU,GU1_SS7,Eurysternus obliteratus,0
GU,GU1_SS7,Onthophagus aff. anthracinus,0
GU,GU1_SS7,Onthophagus aff. belhorinus,0
GU,GU1_SS7,Onthophagus breviconus,0
GU,GU1_SS7,Onthophagus cyanellus,0
GU,GU1_SS7,Onthophagus longimanus,0
GU,GU1_SS7,Onthophagus petenensis,0
GU,GU1_SS7,Onthophagus rhinolophus,0
GU,GU1_SS7,Onthophagus sp.nov. aff. subcancer,1
GU,GU1_SS7,Phanaeus endymion,0
GU,GU1_SS8,Copris laeviceps,0
GU,GU1_SS8,Copris lugubris,0
GU,GU1_SS8,Copris nubilosus,7
GU,GU1_SS8,Copris sp.nov.,0
GU,GU1_SS8,Dichotomius annae,0
GU,GU1_SS8,Dichotomius satanas,0
GU,GU1_SS8,Eurysternus foedus,0
GU,GU1_SS8,Eurysternus magnus,0
GU,GU1_SS8,Eurysternus mexicanus,0
GU,GU1_SS8,Eurysternus obliteratus,0
GU,GU1_SS8,Onthophagus aff. anthracinus,0
GU,GU1_SS8,Onthophagus aff. belhorinus,0
GU,GU1_SS8,Onthophagus breviconus,0
GU,GU1_SS8,Onthophagus cyanellus,0
GU,GU1_SS8,Onthophagus longimanus,0
GU,GU1_SS8,Onthophagus petenensis,0
GU,GU1_SS8,Onthophagus rhinolophus,0
GU,GU1_SS8,Onthophagus sp.nov. aff. subcancer,7
GU,GU1_SS8,Phanaeus endymion,0
GU,GU2_SS1,Copris laeviceps,0
GU,GU2_SS1,Copris lugubris,0
GU,GU2_SS1,Copris nubilosus,2
GU,GU2_SS1,Copris sp.nov.,0
GU,GU2_SS1,Dichotomius annae,0
GU,GU2_SS1,Dichotomius satanas,12
GU,GU2_SS1,Eurysternus foedus,0
GU,GU2_SS1,Eurysternus magnus,9
GU,GU2_SS1,Eurysternus mexicanus,0
